branch	tip_sha	last_commit	subject
ag-fill25-checkpoint-sec	fbb096a26bb208445d3f16e203c0fcfdf8dd60a4	2026-08-03	[REVIEW] reject checkpoint restore design r5
ag-fill25-landing-sec	6dec299e33fc18e805b6bbd0ffb3b656fcd86ed3	2026-08-03	[REVIEW] accept landing recovery r8 fill25 security
ag-fill25-media-reg	c2d9878acbcd9607e52a4f4d4026f0cbd33a72ba	2026-08-03	[REVIEW] accept media r14 readiness independence
ag-fill25-provider-reg	05f93321980e7ec1b084d53afb5a9293efe77b00	2026-08-03	[REVIEW] reject provider routing r6 false-green locks fill25
ag-fill25-provider-sec	ff90f945a7f744c608254713168ad8cf29378298	2026-08-03	[REVIEW] reject provider routing r7 security locks
ag-fill25-sprint-reg	de9700ae2f422fc90982f0322ce47061c38d522e	2026-08-03	[REVIEW] reject sprint-close source-only evidence gate
ag-fill27-authority-ops	32b97a0abfd3a6c5508f1abc68a2279952c35557	2026-08-03	[REVIEW] reject authority r21 identity topology
ag-fill27-authority-sec	a726e8d0916e2e2c7145e4d72c426d04852f52e9	2026-08-03	[REVIEW] reject authority r23 loaded collision gap
ag-fill27-checkpoint-sec	70395922261a78444f01e0031f096e9b3f5b7e06	2026-08-03	[REVIEW] reject checkpoint restore design r5
ag-fill27-landing-reg	772b6f973717d02461a726b3f8e8b96d86de246c	2026-08-03	[REVIEW] accept landing recovery mutation locks
ag-fill27-landing-sec	a041246a8bb97ac0d7f7ecc5d7809fad832f7f4a	2026-08-03	[REVIEW] accept landing recovery r8 fill27 security
ag-fill27-provider-reg	a17779bd35acb4031f001a07e7189ddc9a4684a3	2026-08-03	[REVIEW] reject provider r6 false-green locks
ag-fill27-provider-sec	8f5d62999547be49c32caddba8bffa8b71f34d9a	2026-08-03	[REVIEW] reject provider routing r7 fill27 security
ag-fill27-sprint-reg	641fc2bed11133dea634fbb50ba8bc1753bdc898	2026-08-03	[REVIEW] reject sprint-close source-only evidence gate
ag-fill28-authority-sec	3a50f8ffec829ec1b658af1614bf48f04c60203f	2026-08-03	[REVIEW] reject authority r23 loaded collision fill28
ag-fill28-provider-sec	c307b6049dbe458eeff6fda1c6c7d42fccb32e9a	2026-08-03	[REVIEW] reject provider routing r7 namespace boundary
ag-fill29-provider-sec	014417428bde70f746d656cf41dce1e8534102df	2026-08-03	[REVIEW] reject provider routing r7 lock evidence
ag-fill3-authority-ops	6b5e6d8cb58b71f5805f393521bfaa266fbe5147	2026-08-03	[REVIEW] reject authority r21 fill3 topology mismatch
ag-fill3-authority-sec	1b46ae428982a267941225c4282412c8e70cc8f5	2026-08-03	[REVIEW] reject authority r23 residue lock
ag-fill3-check-sec	f81510a5aadffdea0c34b824e3e5cef230523cbf	2026-08-03	[REVIEW] reject checkpoint restore design r5
ag-fill3-land-reg	e212b4036b447fa78056b635dbdd3eb611fe2fbf	2026-08-03	[REVIEW] accept landing recovery r8 fill3 regression
ag-fill3-land-sec	f288d0cb603ddf99bc1e8b0e84633e44ec313c15	2026-08-03	[REVIEW] accept landing recovery r8 security lock
ag-fill3-media-reg	77decad6ba43a1339a982207511f888688eacada	2026-08-03	[REVIEW] reject media r14 readiness false green
ag-fill3-provider-reg	f0e0ef45a050fd497480cde77212b550e69fb6bc	2026-08-03	[REVIEW] reject provider launch r6 false-green lock
ag-fill3-provider-sec	a80946567b4f69392afd0bcac90d4d94c2c63b05	2026-08-03	[REVIEW] reject flaky provider routing evidence
ag-fill3-sprint-reg	f0a10396e76f69bd57406d8e28cd72ab21a1831f	2026-08-03	[REVIEW] reject sprint-close evidence false green
ag-fill30-authority-ops	23171397f599800541fcfd7dcc125b5ae5fb013d	2026-08-03	[REVIEW] reject authority r21 SHA topology mismatch
ag-fill30-authority-sec	d50d387a5752fb8abc7354ca88288123e3db45e6	2026-08-03	[REVIEW] accept authority r23 residue rework
ag-fill30-checkpoint-sec	48ac14d1fe875503f9760f01a2f88ab4aa904c69	2026-08-03	[REVIEW] reject checkpoint restore design r5
ag-fill30-provider-reg	4d6062e9cd0a014cf44663566bdd304b5a8eefca	2026-08-03	[REVIEW] reject provider launch r6 false-green lock
ag-fill30-sprint-reg	2ac3341e2ae887f156b30ea6052408ab7b8da3e8	2026-08-03	[REVIEW] reject sprint-close evidence false greens
ag-fill31-authority-ops	146ed50728ecd490be47cd76a158bdf16ed5dd11	2026-08-03	[REVIEW] reject unavailable authority candidate fill31
ag-fill31-authority-sec	77051bbc4e336551ee0c639c15dcfae0636cf294	2026-08-03	[REVIEW] accept authority r23 residue security
ag-fill31-checkpoint-sec	853bb00e37dedb0a95dad5c684e47ec6c3fd9cfa	2026-08-03	[REVIEW] reject checkpoint restore design r5
ag-fill31-landing-reg	e99de04d94a185d1b7285acbd2cd72f251299a32	2026-08-03	[REVIEW] accept landing recovery r8 regression
ag-fill31-landing-sec	5536de0da0c6885e3cccc8474fc30c38e36728bf	2026-08-03	[REVIEW] accept landing recovery r8 mutation locks
ag-fill31-provider-reg	156e98d3a5007ce3768a8047922198e8ba4ba003	2026-08-03	[REVIEW] reject provider r6 false-green locks fill31
ag-fill31-provider-sec	285933db9201f21ac2402934c0ddb9c119e96d45	2026-08-03	[REVIEW] reject provider routing r7 flaky ownership locks
ag-fill31-sprint-reg	d89bbee585aeefd28f51fff177fe92b9cfcc2974	2026-08-03	[REVIEW] reject sprint-close evidence false green
ag-fill32-authority-ops	15588913527e3a3927bc5b7a27d95178cd36b0a0	2026-08-03	[REVIEW] reject authority r21 operations topology
ag-fill32-authority-sec	d98775f1fe80be07c8ed5355fdb49aeadc9a7439	2026-08-03	[REVIEW] accept authority r23 residue security fill32
ag-fill32-checkpoint-sec	77bd07789bc40e103d23cc71fffc22da2c2497fa	2026-08-03	[REVIEW] reject checkpoint restore design r5 fill32
ag-fill32-landing-reg	aa45e1bc1dd3a9be08554ce24d14dad3417c89e8	2026-08-03	[REVIEW] accept landing recovery r8 fill32 regression
ag-fill32-landing-sec	02bf24e76df0d399789ffa4ad352c789dce1cc32	2026-08-03	[REVIEW] reject landing recovery r8 flaky gate suite
ag-fill32-provider-reg	745287a068d645c57e57e2f3ecc8b31235d85531	2026-08-03	[REVIEW] reject provider r6 false-green locks fill32
ag-fill32-provider-sec	9a083530c086d54bf20655eeb672f1a0309d4ced	2026-08-03	[REVIEW] reject provider routing r7 namespace boundary
ag-fill32-sprint-reg	13a68ef2fdd9870551e3688030dc8c25af920e19	2026-08-03	[REVIEW] reject sprint-close false-green candidate
ag-fill33-authority-ops	ab5573928d33b73aced2341c5dc26180a66583c9	2026-08-03	[REVIEW] accept authority r21 operations rollback
ag-fill33-authority-sec	0c2690f201bb292903e8e3e8722fbd08977036c6	2026-08-03	[REVIEW] accept authority r23 residue security fill33
ag-fill33-checkpoint-sec	b7d5d3f84f3f5e404eb1e32e007b68630a997b70	2026-08-03	[REVIEW] reject checkpoint restore design r5
ag-fill33-landing-reg	09112e84fb6808e26b811660731e752a66ccbef4	2026-08-03	[REVIEW] accept landing recovery r8 fill33 regression
ag-fill33-landing-sec	942e650a4e805305fa85d09e0d06c26dc8340272	2026-08-03	[REVIEW] accept landing recovery r8 security fill33
ag-fill33-media-reg	213cc8cbc5de6eac1fa8acad82c726b7427f1631	2026-08-03	[REVIEW] reject media r14 readiness rework
ag-fill33-provider-reg	dc76474b3b7691b55161349812784c1c93a1dfbd	2026-08-03	[REVIEW] reject provider r6 false-green locks fill33
ag-fill33-provider-sec	3f5d815c3e3f8b8760e89b2c571e8e71ca1939d9	2026-08-03	[REVIEW] reject provider routing r7 security lock
ag-fill33-sprint-reg	856db9705d2e774039e7c6168516fa584917724d	2026-08-03	[REVIEW] reject sprint-close evidence false green
ag-fill34-authority-ops	84e6666c0e79900101efb2b9963498e8ff363acb	2026-08-03	[REVIEW] no-go unavailable authority candidate fill34
ag-fill34-authority-sec	d964bc5222611c2752a81fdb72a67dc57c272a9b	2026-08-03	[REVIEW] reject authority r23 residue evidence
ag-fill34-checkpoint-sec	f295430d4d7df726c4cc8cf36af6cd992b3634a8	2026-08-03	[REVIEW] reject checkpoint restore design r5
ag-fill34-landing-sec	98e011ff5de1c60e08474004a10dd8b01a1c5701	2026-08-03	[REVIEW] accept landing recovery r8 security fill34
ag-fill34-provider-reg	592e9b9184dab32a2827bddc3788f2f546a00aaa	2026-08-03	[REVIEW] reject provider r6 false-green locks fill34
ag-fill34-provider-sec	4873963f9af42f94bb62c23806bc0767f25529af	2026-08-03	[REVIEW] reject provider routing r7 security evidence
ag-fill34-sprint-reg	d09966053fa287bc2837663b9b7ca6033ec8c225	2026-08-03	[REVIEW] reject sprint-close evidence false greens
ag-fill35-authority-ops	a835c8c56d667c162d0c9a0698f325c41cb15535	2026-08-03	[REVIEW] reject unresolved authority r21 candidate
ag-fill35-authority-sec	aae7ef21fe74bbf8bf416a8058a0d7fcbbc0a763	2026-08-03	[REVIEW] reject authority r23 residue evidence fill35
ag-fill35-checkpoint-sec	0fb7ce02d6e8a2ceb200e50c3785613b8dfc200e	2026-08-03	[REVIEW] reject checkpoint restore architecture r5
ag-fill35-landing-reg	8917e4807e99bf554826eed688ef00dc76178773	2026-08-03	[REVIEW] accept landing recovery binding locks
ag-fill35-landing-sec	c4364ae71280f98016a85f43bdd7d5b09efe4fdb	2026-08-03	[REVIEW] accept landing recovery r8 security
ag-fill35-media-reg	9187d8b45f1ba98a70cdd4bcdbc19a6173ae0a71	2026-08-03	[REVIEW] state complete media r14 blockers
ag-fill35-provider-reg	8b10dd3d400f1a4332eb15388557515fadd8aee2	2026-08-03	[REVIEW] reject provider r6 false-green locks
ag-fill35-provider-sec	5e4ba7fe4f06915d40638eb4f4f343805a2b4917	2026-08-03	[REVIEW] reject provider routing r7 security evidence
ag-fill35-sprint-reg	d43e1d0538760ceeac2e0efc6bc778c83f054789	2026-08-03	[REVIEW] reject sprint-close evidence false green
ag-fill4-authority-ops	3a8072ac398d255d88fc1b8652d295a3b4de2dd2	2026-08-03	[REVIEW] record authority review cleanup
ag-fill4-authority-sec	5cd5df4e66593003ef097ae98e0aa63b57f80ec0	2026-08-03	[REVIEW] reject authority r23 interruption false-green
ag-fill4-check-sec	df7ab2bec59c58550d10d89d7355384be4bdfc3c	2026-08-03	[REVIEW] reject checkpoint restore design r5
ag-fill4-land-reg	3c85b9cc528f2ddfd036f20e8ce7139d0e7ce3ab	2026-08-03	[REVIEW] accept landing recovery mutation locks
ag-fill4-land-sec	c5bb606b8bf108914bf4d93b3e40ada54e9dc51d	2026-08-03	[REVIEW] accept landing recovery r8 security locks
ag-fill4-provider-reg	02351cfad852edd879d6368674a7005ecf47ffae	2026-08-03	[REVIEW] reject provider launch r6 false-green lock
ag-fill4-provider-sec	5fc323c2aaa2330a1aef01ec5553a4ef3c89e6e3	2026-08-03	[REVIEW] reject flaky provider concurrency evidence
ag-fill4-sprint-reg	50e937ba83432f1669648576b7a6ed8027001070	2026-08-03	[REVIEW] reject sprint-close r5 verdict false green
ag-fill5-authority-ops	f133b83901ad27c1b27be0d253b2a16764bc33eb	2026-08-03	[REVIEW] reject unresolved authority candidate
ag-fill5-authority-sec	be05588696b73de240259335bd12b7742c9ff5ab	2026-08-03	[REVIEW] reject authority r23 interruption false green
ag-fill5-check-sec	a3f2fd8da1118640f83862a4c335c0ae3cd14b13	2026-08-03	[REVIEW] reject checkpoint restore design r5
ag-fill5-land-reg	2a72287846052f02c0341d3dcaed3ec99c89f905	2026-08-03	[REVIEW] accept landing recovery mutation locks fill5
ag-fill5-land-sec	c5a035db315953b7f59fb1f27c2ea4852fdf32fb	2026-08-03	[REVIEW] accept landing recovery r8 locks
ag-fill5-media-reg	eae918f44452cc81845860e270ec1f8dfa86ec8f	2026-08-03	[REVIEW] reject media r14 readiness candidate
ag-fill5-provider-reg	7a3988e007a866a9540c95b06ac4322c2b56f734	2026-08-03	[REVIEW] reject provider launch r6 false-green gaps
ag-fill5-provider-sec	d6d2ee25a49db97490dc7766704994aa93923b60	2026-08-03	[REVIEW] reject provider routing r7 cleanup lock
ag-fill5-sprint-reg	c49d953cef64ed08b1ac027c7c153882b1f59429	2026-08-03	[REVIEW] reject sprint-close evidence false green
ag-fill6-authority-ops	55dd5c8450c3fcc1edaf268e5ae1ea90fe715f80	2026-08-03	[REVIEW] reject authority r21 identity topology mismatch
ag-fill6-authority-sec	d6abd982d13c09b4a3462118233d30ea40129e72	2026-08-03	[REVIEW] reject authority r23 interruption false green
ag-fill6-check-sec	bc2f69972f51bda58a8d44312e7172c8cebb6a80	2026-08-03	[REVIEW] reject checkpoint restore design r5 fill6
ag-fill6-land-reg	34b5224d415c7d5401a6bc69f359e12facb9b70c	2026-08-03	[REVIEW] accept landing recovery regression locks
ag-fill6-land-sec	ed03d09d5f4a66f8e3eadd841221b55067e8a00e	2026-08-03	[REVIEW] accept landing recovery r8 fill6 security
ag-fill6-media-reg	ed603c747ebced8365475f2e71ba8f0404c6506e	2026-08-03	[REVIEW] accept media r14 readiness causal locks
ag-fill6-provider-reg-review	0c99a2cfb417446f9ea31049cd9be49422caf695	2026-08-03	[REVIEW] reject provider launch r6 false-green lock
ag-fill6-provider-sec	df1404be68495e053bad1ea681fcde32affb4cc2	2026-08-03	[REVIEW] reject provider routing r7 authority boundary
ag-fill6-sprint-reg	71b89925f009a9e3d1f3d3321d4ff8343946e40b	2026-08-03	[REVIEW] reject sprint-close false-green candidate
ag-fill7-authority-ops	3ae87ddee254c08e45e360b638ba4577d3d66bcd	2026-08-03	[REVIEW] reject authority r21 operations provenance
ag-fill7-authority-sec	544dc2acc7cbfc3c23679861b0c233c6b06fbfbe	2026-08-03	[REVIEW] reject authority r23 interruption false green
ag-fill7-check-sec	c0a1922b7a721c1a31a3862aed26e59fb2850140	2026-08-03	[REVIEW] reject checkpoint restore design r5
ag-fill7-land-reg	196918fdb74ea89a91c0e6cc8943d81df64e0c21	2026-08-03	[REVIEW] accept landing recovery regression locks fill7
ag-fill7-land-sec	17dd3bbf5d351bdc27da8d2f8cee071ea724e376	2026-08-03	[REVIEW] accept landing recovery r8 fill7 security
ag-fill7-media-reg-review	6f1588e546fb1c9a3be7be1847ddeb1919537b97	2026-08-03	[REVIEW] reject media r14 on aggregate failure
ag-fill7-provider-reg	6f2a9ee5dd1287098cd4f4d85ca93ae7303bfecd	2026-08-03	[REVIEW] reject provider launch r6 false-green matrix
ag-fill7-provider-sec	5e7afcb6975774ffca73e43fb10f9a4c66476c04	2026-08-03	[REVIEW] reject provider routing r7 authority boundary fill7
ag-fill7-sprint-reg	ba235afc076ef7f1772496c654a99b7c644d27ec	2026-08-03	[REVIEW] reject sprint-close missing fail-before proof
ag-fill8-authority-ops	c08703050cb5258bc76fe781452b56914a09bb36	2026-08-03	[REVIEW] reject authority r21 operations residue
ag-fill8-authority-sec	e7dd67af2dd7a4b3103fae547c21608c92a30bf4	2026-08-03	[REVIEW] accept authority r23 security teardown lock
ag-fill8-check-sec	17bacf68d8ba4c1044a4d4d7613bb4994cc5520c	2026-08-03	[REVIEW] reject checkpoint restore design r5
ag-fill8-land-reg	dd4629fa1c4c8c704c499d4451f00a8b1a91a1f2	2026-08-03	[REVIEW] accept landing recovery r8 regression locks
ag-fill8-land-sec	e8c475368dd41ef1f19c4c35da85fde152775ebd	2026-08-03	[REVIEW] accept landing recovery r8 security locks
ag-fill8-media-reg	e435c002bc7871af5e251813d8ef7b110c5bf44b	2026-08-03	[REVIEW] reject media r14 readiness candidate
ag-fill8-provider-reg	f6aee26952bb1c54d51b37e682623f9fe6913dcc	2026-08-03	[REVIEW] reject provider r6 false-green matrix
ag-fill8-provider-sec	f55f1b501acb26015cc4c752dae5f45ea63e5d90	2026-08-03	[REVIEW] reject provider routing r7 security boundary
ag-fill8-sprint-reg	f676c60500e379a4fcf4b615dfabddf9a25c0adc	2026-08-03	[REVIEW] reject sprint-close evidence false green
ag-fill9-authority-ops	9326e7753dfb08e2326eaeb4d562c993d6dfec8b	2026-08-03	[REVIEW] reject r21 authority operations topology
ag-fill9-authority-ops2	db72d2db8a78b84ba12b783ff14cb83c2606e25d	2026-08-03	[REVIEW] reject authority r22 residue false green
ag-fill9-authority-sec	7351248ec74c9668d0349decfcf08533062599c9	2026-08-03	[REVIEW] reject authority r23 mixed collision false green
ag-fill9-check-sec	4656d99783e4157f67c56bc84fa0f511be6683e9	2026-08-03	[REVIEW] reject checkpoint restore architecture r5
ag-fill9-land-reg	6a5062706b2607f7b63ebc549104d8c2aa0ae92c	2026-08-03	[REVIEW] accept landing recovery binding locks
ag-fill9-land-sec	904328705acab9f0ae34e3e3cd96001123bcaccb	2026-08-03	[REVIEW] accept landing recovery r8 security fill9
ag-fill9-provider-reg	8e43975751637e069117353de6a08ed87576212b	2026-08-03	[REVIEW] reject provider r6 false-green matrix
ag-fill9-provider-sec	766858a1541cbbeaa098daac531aabbe13e1d3de	2026-08-03	[REVIEW] reject provider routing r7 security boundary fill9
ag-fill9-sprint-reg	880849e05882592eabb6cc4b915aff4f7a47fd2c	2026-08-03	[REVIEW] reject sprint-close source-only evidence
ag-fix-autonomy-night-idle	e66e6ba4af9996cfe618a85bfe403ac8e61a18ef	2026-08-02	[CODER] record overnight autonomy idle evidence
ag-fleet-floor-enforcement	df97e79c7358ea53e1520fd6164d1ce5eb984567	2026-08-01	[CODER] alert Human when fleet drops below threshold
ag-fleet-floor-enforcement-2	9fed6b8ee84ec5f09dc5e19779928523585c6088	2026-08-01	[CODER] fail closed on unknown fleet census
ag-fullsuite-loopback-plan-1533	9677cf64f4a6a975121b1547d2e6937c259dea47	2026-08-02	[REVIEW] plan full-suite loopback capability routing
ag-gap4-protocol-cons-1515	1cb72b11ff884b887817687ffce4f7237fc6c75c	2026-08-02	[REVIEW] analyze GAP-4 protocol ambiguity
ag-gate-count-parser	ef98e102314a36af6e4252b3c9b2e2d1be373aa3	2026-08-01	[CODER] Accept padded Bun verify counts
ag-gate-verify-count	101f208321fb7820935896b2f6996f6a32344646	2026-07-31	[REVIEW] reject overbroad skipped-suite gate
ag-generator-buildkit-digest-r1-1551	cb0d77e8cdf32a08e43fd5adbfdc9acad6e39f8d	2026-08-02	[CODER] propose immutable BuildKit v0.24.0 digest
ag-generator-buildkit-policy-arm-r2-1565	cf4065be9fb10b32f0b6981e435517911a58da5e	2026-08-02	[CODER] correct BuildKit policy causal lock
ag-generator-buildkit-r3-1565	f10d28e5f67b07820660f58299fa34f8cc051158	2026-08-02	[CODER] reject unqualified BuildKit fallback
ag-generator-image-proposal-r8-1551	a334edbb6c8fc7998b56a320fc4828beada9a58a	2026-08-02	[REVIEW] correct image-load response framing
ag-google-single-callback	bbcae44f4a73fd42de4571b7eeca8783ba2d4242	2026-07-31	[CODER] Lock five-path edge contract
ag-host-inventory-sweep	1b7d1d1b059307ca721900f9024a851272887232	2026-07-31	[CODER] inventory host dependencies against git
ag-host-supplied-inventory	5332c2d3fbb4bdd309f9469520ac1fb28e7c78fe	2026-07-31	[CODER] inventory PostgreSQL host inputs
ag-howto-core	b0a5178e8bc9fa2a9035a29b5a9f52b2b55fc771	2026-07-31	[CODER] deliver the operator core from its instance home
ag-hr1275-ci-api	1d46f9a249710afbcc4bf495b1393b5a92cbfe6b	2026-08-02	[CODER] add tracked suite inventory API
ag-hr1275-ci-api-r2	84bf51482f0bcc1d29bdf1db6bf574b2546271e8	2026-08-02	[CODER] make suite inventory pathname-safe
ag-hr1275-ci-manifest-integrate	5a33c48d90ac865e3b037c1b8c3ecc7b9e20d76c	2026-08-02	[CODER] preserve CI lock executable mode
ag-hr1275-db-fixture	8b68dc85be8d9bc0e1941172838a48608c83b1dc	2026-08-02	[CODER] isolate database access fixture
ag-hr1275-db-fixture-r2	34e9be31d94643ab3b1594ee0f2395311c72b0fd	2026-08-02	[CODER] harden database fixture isolation
ag-hr1275-deploy-fixture	252fe3925769128d43405b1dea13a5a042de92ef	2026-08-02	[CODER] isolate migration preflight PostgreSQL fixture
ag-hr1275-deploy-fixture-r2	797ca333faca2bf178de11912a791e7a0a4a9193	2026-08-02	[CODER] pin migration preflight fixture inputs
ag-hr1275-deps-closure	9f4f8c220f137606e2c213b7db3bd6ebc9952651	2026-08-02	[CODER] add clean-clone dependency closure
ag-hr1275-deps-closure-r2	ffc01dcadcab191f4e8dd32071af9a4715ba3a8f	2026-08-02	[CODER] reject unsafe dependency closure paths
ag-hr1275-deps-closure-r2b	da46bd569c100da6a05223063651348d6a30c5a9	2026-08-02	[CODER] Reject unsafe dependency closure paths
ag-hr1275-deps-r3	e6e1f13467f5713c7cd3b506e4a7818bcd68aa44	2026-08-02	[CODER] clean failed clone provisioning artifacts
ag-hr1275-fullsuite-consumer	1dafd2a627312c2137c17fa27d2d05884dcc8d75	2026-08-02	[CODER] consume tracked full-suite inventory API
ag-hr1275-fullsuite-integrate	15d3f8e71b915df6e14325cf597b3de730bfa1ce	2026-08-02	[CODER] reconcile full-suite consumer with CI API
ag-hr1275-fullsuite-nudge-r2	8ba7cb759f044cae7d45fc08a710721c6c72ebbe	2026-08-02	[CODER] harden full-suite signal notification
ag-hr1275-landing-mandatory	b60ab6bffae76520bdc99a6c733b850263d9fe1c	2026-08-02	[CODER] require report verification after landing merge
ag-hr1275-landing-mandatory-completion	4dac1cf685faa3d78b573b7a10982c4e0b85d723	2026-08-02	[CODER] lock mandatory landing verification
ag-hr1275-landing-mandatory-r2	4dac1cf685faa3d78b573b7a10982c4e0b85d723	2026-08-02	[CODER] lock mandatory landing verification
ag-hr1275-manifest-r3	a86899888f71e146a97b51cefce93e3ae5bfa242	2026-08-02	[CODER] record HR-1275 manifest r3 evidence
ag-hr1275-suite-r1	d276960549cb361750e31582bb33fb8ac4b5344b	2026-08-02	[CODER] enforce exhaustive landing suite inventory
ag-hr1275-topology-fixture	2a29770ca4eceaf93633b2bedadf56a6f9aba740	2026-08-02	[CODER] make topology fixture hermetic
ag-hr1275-topology-fixture-r2	46c3b079698d6aecea4338f149a3d6e89c3352b2	2026-08-02	[CODER] assert exact topology journal payloads
ag-hr1275-watchdog-fixture	65701a4dc253ddbd8596921fb2403628ae8ae74c	2026-08-02	[ORCH] define fresh-session recovery boundary
ag-hr1275-watchdog-fixture-r2	3816bbb56b0cdfb679c5f91b016c2a4c87cd285d	2026-08-02	[CODER] make watchdog turn-end fixture hermetic
ag-hr1295-fresh-r1	7da68290bf64964b192fddbd32ebef1f9bacea50	2026-08-02	[CODER] enforce fresh bounded restart sessions
ag-impl-lane-loopback-1508	e3243e20cb554d82ac884ec2f1619c4339ce3349	2026-08-02	[CODER] add fail-closed runtime loopback capability
ag-infrastructure-recurrence-plan	5926f8882c69316bfe6c584c973f0c0c287179b3	2026-08-01	[REVIEW] accept recurrence prevention architecture
ag-instruction-graph	f927a89779e1e5f1b620cc644e9040f7a9083d83	2026-07-31	[CODER] Repair instruction graph authority
ag-internal-provenance-r10-impl-1581	ccbf3c72b06d4b870a1d3e971cb027304c51da4e	2026-08-03	[CODER] record provenance candidate NO-GO
ag-internal-unit-authority-impl-r2-1551	9e8f27d8f1babfd2c86319c5baf728ae31e4837f	2026-08-02	[CODER] Replace authority simulator with external fixtures
ag-internal-unit-authority-r12-1551	1e8bc2f08bd2d6e77ab74832ef43b9f24c5be542	2026-08-02	[REVIEW] Correct internal-unit authority design r12
ag-internal-unit-authority-r13-report-1551	d755da7df053fdf1857f8cc4ba7b1acd877f79e5	2026-08-02	[REVIEW] Record exact r13 report commit
ag-internal-unit-event-filter-1533	fff31a77987589299ab7a1f2a18567a73f9cba8a	2026-08-02	[CODER] Filter internal units from lane events
ag-internal-unit-event-filter-adversarial-r7-1581	7ea5d61d49d3955d0796816cad2e4944d3e0333f	2026-08-03	[CODER] Require launcher provenance for lane completion events
ag-internal-unit-filter-r6-1544	153f76fa284fafcc3d39df89b833d3feac550ee6	2026-08-02	[CODER] Preserve migration lock executable mode
ag-internal-unit-provenance-r9-impl-1581	adbe8ceea15e048a8870b1bfc442206f7bc1210e	2026-08-03	[CODER] record provenance r9 evidence
ag-landing-contract-audit-1565	58497b922bc4374d7cf42f549735e83b159939c4	2026-08-02	[REVIEW] audit landing terminal artifact contract
ag-landing-contract-docs-r1-1565	eae5f8a63419474d1c2da7a63a6172ca4c0d2902	2026-08-03	[CODER] document external landing evidence lifecycle
ag-landing-contract-r4-1581	71d9c9afacc4108eb1ce0280756b1c8791793b4b	2026-08-03	[CODER] lock landing record orchestration boundaries
ag-landing-contract-r5-postpush-recovery-1581	209250438c7694ba51ed9eff09abe5b68b3615fd	2026-08-03	[CODER] correct implementation evidence identity
ag-landing-contract-r6-authentic-idempotent-1581	39d40badb507958dfb2ae8af1e630f49fe9d4e85	2026-08-03	[CODER] record landing recovery r6 evidence
ag-landing-contract-r7-reviewed-recovery-1581	9f462190dcc28dc721248766b33d0445f09d8f50	2026-08-03	[CODER] record landing recovery r7 evidence
ag-landing-contract-r8-regression-rework-1581	46ea2425637eec44b7784cc0720c5bb76dd06435	2026-08-03	[CODER] report landing recovery r8 NO-GO
ag-lane-deps-preinstall	5aa49ca7ece254b2fb8377def95c3681b85c5ec6	2026-08-01	[CODER] Provision lane worktree dependencies
ag-lane-preview-envs	39e1819e12c3038e1c5ff66bfa21113d7cf5bd3e	2026-07-31	[REVIEW] accept isolated preview environments
ag-lane-provider-model-routing-r1-1562	e7298edcfb4b9de69449ce51dc7b7c2b7c693230	2026-08-02	[CODER] record provider model routing evidence
ag-legacy-infra-parity-audit	ae980ffad1fd378412c5ab1420d878de6205af16	2026-08-02	[CODER] Audit legacy infrastructure recovery parity
ag-legacy-infra-parity-audit-r3	601891703e0139910471ee90bced766138fe3029	2026-08-02	[CODER] Close recursive legacy infrastructure parity audit
ag-loopback-contract-r5-1533	1b6cbb594bfc672def2ecacf2b9cbb6d068fb56a	2026-08-02	[CODER] declare durable loopback run journals
ag-loopback-rework-r5-1533	cf54917f88c078f2ba3640e7668d2fd22c18ae4c	2026-08-02	[CODER] isolate runtime loopback Git metadata
ag-media-polling-diagnostic-r17-1581	8e4cafabcdc856426d43caeb8e6c7f0ef491925f	2026-08-03	[CODER] record media r17 fail-closed evidence
ag-media-r16-final-1581	f4e771dc95c62a191a5c29774b86f4b13b7fdd55	2026-08-03	[CODER] record media r16 fail-closed evidence
ag-meteorite-docker	91ce4693e4fef458c0b7dda439cce0e4e9e62f20	2026-07-31	[CODER] execute Docker meteorite test
ag-ml11-history-log	25d30bf6dc502824270dde6209537c583a2d80e0	2026-07-31	[CODER] add bounded redacted Telegram history
ag-ml14-restart-context	da8dc2e59f24f627dc2e2da8fdb97c20ec0326d7	2026-07-31	[CODER] restore bounded restart chat reconciliation
ag-ml15-fleet-status	f64702625b976637aaeeda9b4b7f29baa00a685f	2026-07-31	[CODER] make ML-15 verification reproducible
ag-ml15-rework-r2-1479	acb8463b383d5162f3d0ae7090eb4406bf69ff91	2026-08-02	[CODER] make ML-15 fleet status fail closed
ag-ml16-retry	a07de8384297a9d8c0bb937712597a18b73e6156	2026-07-31	[CODER] Record ML-16 retry evidence
ag-ml16-rework-r2-1479	3ac78b3a61d3a7587c3912d56c9ecbd3427f8933	2026-08-02	[CODER] fence ML-16 live delivery
ag-ml16-small-losses	8932116b4245a9e5cc13fdce22200186e2ac0ba1	2026-07-31	[CODER] relay Claude notifications as loud pings
ag-ml6-quota-refresh	e50c7f140481e526c4e9848c07a2af4e5a153696	2026-08-01	[CODER] lock vendor quota status integration
ag-ml6-quota-retry	d32938cc4249084c72e17414190b85fc5f0b1081	2026-07-31	[CODER] preserve undated re-login warnings
ag-ml6-vendor-quota	9aec5df248866b4025ef7f6f3599221ccb757c31	2026-07-31	[CODER] show vendor quota from local JSONL
